Code Classe;Code Groupe;Code Division;Code Sous-section;Code Section;Section;Sous-section;Division;Groupe;Classe
49.41C;49.41;49.4;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Transports routiers de fret et services de déménagement;Transports routiers de fret;Location de camions avec chauffeur
49.42Z;49.42;49.4;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Transports routiers de fret et services de déménagement;Services de déménagement;Services de déménagement
49.50Z;49.50;49.5;49;H;Transports et entreposage;Transports terrestres et transport par conduites;Transports par conduites;Transports par conduites;Transports par conduites
50.10Z;50.10;50.1;50;H;Transports et entreposage;Transports par eau;Transports maritimes et côtiers de passagers;Transports maritimes et côtiers de passagers;Transports maritimes et côtiers de passagers
50.20Z;50.20;50.2;50;H;Transports et entreposage;Transports par eau;Transports maritimes et côtiers de fret;Transports maritimes et côtiers de fret;Transports maritimes et côtiers de fret
50.30Z;50.30;50.3;50;H;Transports et entreposage;Transports par eau;Transports fluviaux de passagers;Transports fluviaux de passagers;Transports fluviaux de passagers
50.40Z;50.40;50.4;50;H;Transports et entreposage;Transports par eau;Transports fluviaux de fret;Transports fluviaux de fret;Transports fluviaux de fret
51.10Z;51.10;51.1;51;H;Transports et entreposage;Transports aériens;Transports aériens de passagers;Transports aériens de passagers;Transports aériens de passagers
51.21Z;51.21;51.2;51;H;Transports et entreposage;Transports aériens;Transports aériens de fret et transports spatiaux;Transports aériens de fret;Transports aériens de fret
51.22Z;51.22;51.2;51;H;Transports et entreposage;Transports aériens;Transports aériens de fret et transports spatiaux;Transports spatiaux;Transports spatiaux
52.10A;52.10;52.1;52;H;Transports et entreposage;Entreposage et services auxiliaires des transports;Entreposage et stockage;Entreposage et stockage;Entreposage et stockage frigorifique
52.10B;52.10;52.1;52;H;Transports et entreposage;Entreposage et services auxiliaires des transports;Entreposage et stockage;Entreposage et stockage;Entreposage et stockage non frigorifique
52.21Z;52.21;52.2;52;H;Transports et entreposage;Entreposage et services auxiliaires des transports;Services auxiliaires des transports;Services auxiliaires des transports terrestres;Services auxiliaires des transports terrestres
52.22Z;52.22;52.2;52;H;Transports et entreposage;Entreposage et services auxiliaires des transports;Services auxiliaires des transports;Services auxiliaires des transports par eau;Services auxiliaires des transports par eau
52.23Z;52.23;52.2;52;H;Transports et entreposage;Entreposage et services auxiliaires des transports;Services auxiliaires des transports;Services auxiliaires des transports aériens;Services auxiliaires des transports aériens
52.24A;52.24;52.2;52;H;Transports et entreposage;Entreposage et services auxiliaires des transports;Services auxiliaires des transports;Manutention;Manutention portuaire
52.24B;52.24;52.2;52;H;Transports et entreposage;Entreposage et services auxiliaires des transports;Services auxiliaires des transports;Manutention;Manutention non portuaire
52.29A;52.29;52.2;52;H;Transports et entreposage;Entreposage et services auxiliaires des transports;Services auxiliaires des transports;Autres services auxiliaires des transports;Messagerie, fret express
52.29B;52.29;52.2;52;H;Transports et entreposage;Entreposage et services auxiliaires des transports;Services auxiliaires des transports;Autres services auxiliaires des transports;Affrètement et organisation des transports
53.10Z;53.10;53.1;53;H;Transports et entreposage;Activités de poste et de courrier;Activités de poste dans le cadre d'une obligation de service universel;Activités de poste dans le cadre d'une obligation de service universel;Activités de poste dans le cadre d'une obligation de service universel
53.20Z;53.20;53.2;53;H;Transports et entreposage;Activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier
55.10Z;55.10;55.1;55;I;Hébergement et restauration;Hébergement;Hôtels et hébergement similaire;Hôtels et hébergement similaire;Hôtels et hébergement similaire
55.20Z;55.20;55.2;55;I;Hébergement et restauration;Hébergement;Hébergement touristique et autre hébergement de courte durée;Hébergement touristique et autre hébergement de courte durée;Hébergement touristique et autre hébergement de courte durée
55.30Z;55.30;55.3;55;I;Hébergement et restauration;Hébergement;Terrains de camping et parcs pour caravanes ou véhicules de loisirs;Terrains de camping et parcs pour caravanes ou véhicules de loisirs;Terrains de camping et parcs pour caravanes ou véhicules de loisirs
55.90Z;55.90;55.9;55;I;Hébergement et restauration;Hébergement;Autres hébergements;Autres hébergements;Autres hébergements
56.10A;56.10;56.1;56;I;Hébergement et restauration;Restauration;Restaurants et services de restauration mobile;Restaurants et services de restauration mobile;Restauration traditionnelle
56.10B;56.10;56.1;56;I;Hébergement et restauration;Restauration;Restaurants et services de restauration mobile;Restaurants et services de restauration mobile;Cafétérias et autres libres-services
56.10C;56.10;56.1;56;I;Hébergement et restauration;Restauration;Restaurants et services de restauration mobile;Restaurants et services de restauration mobile;Restauration de type rapide
56.21Z;56.21;56.2;56;I;Hébergement et restauration;Restauration;Traiteurs et autres services de restauration;Services des traiteurs;Services des traiteurs
56.29A;56.29;56.2;56;I;Hébergement et restauration;Restauration;Traiteurs et autres services de restauration;Autres services de restauration;Restauration collective sous contrat
56.29B;56.29;56.2;56;I;Hébergement et restauration;Restauration;Traiteurs et autres services de restauration;Autres services de restauration;Autres services de restauration n.c.a.
56.30Z;56.30;56.3;56;I;Hébergement et restauration;Restauration;Débits de boissons;Débits de boissons;Débits de boissons
58.11Z;58.11;58.1;58;J;Information et communication;Édition;Édition de livres et périodiques et autres activités d'édition;Édition de livres;Édition de livres
58.12Z;58.12;58.1;58;J;Information et communication;Édition;Édition de livres et périodiques et autres activités d'édition;Édition de répertoires et de fichiers d'adresses;Édition de répertoires et de fichiers d'adresses
58.13Z;58.13;58.1;58;J;Information et communication;Édition;Édition de livres et périodiques et autres activités d'édition;Édition de journaux;Édition de journaux
58.14Z;58.14;58.1;58;J;Information et communication;Édition;Édition de livres et périodiques et autres activités d'édition;Édition de revues et périodiques;Édition de revues et périodiques
58.19Z;58.19;58.1;58;J;Information et communication;Édition;Édition de livres et périodiques et autres activités d'édition;Autres activités d'édition;Autres activités d'édition
58.21Z;58.21;58.2;58;J;Information et communication;Édition;Édition de logiciels;Édition de jeux électroniques;Édition de jeux électroniques
58.29A;58.29;58.2;58;J;Information et communication;Édition;Édition de logiciels;Édition d'autres logiciels;Édition de logiciels système et de réseau
58.29B;58.29;58.2;58;J;Information et communication;Édition;Édition de logiciels;Édition d'autres logiciels;Édition de logiciels outils de développement et de langages
58.29C;58.29;58.2;58;J;Information et communication;Édition;Édition de logiciels;Édition d'autres logiciels;Édition de logiciels applicatifs
59.11A;59.11;59.1;59;J;Information et communication;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";Activités cinématographiques, vidéo et de télévision;Production de films cinématographiques, de vidéo et de programmes de télévision;Production de films et de programmes pour la télévision
59.11B;59.11;59.1;59;J;Information et communication;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";Activités cinématographiques, vidéo et de télévision;Production de films cinématographiques, de vidéo et de programmes de télévision;Production de films institutionnels et publicitaires
59.11C;59.11;59.1;59;J;Information et communication;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";Activités cinématographiques, vidéo et de télévision;Production de films cinématographiques, de vidéo et de programmes de télévision;Production de films pour le cinéma
59.12Z;59.12;59.1;59;J;Information et communication;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";Activités cinématographiques, vidéo et de télévision;Post-production de films cinématographiques, de vidéo et de programmes de télévision;Post-production de films cinématographiques, de vidéo et de programmes de télévision
59.13A;59.13;59.1;59;J;Information et communication;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";Activités cinématographiques, vidéo et de télévision;Distribution de films cinématographiques, de vidéo et de programmes de télévision;Distribution de films cinématographiques
59.13B;59.13;59.1;59;J;Information et communication;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";Activités cinématographiques, vidéo et de télévision;Distribution de films cinématographiques, de vidéo et de programmes de télévision;Édition et distribution vidéo
59.14Z;59.14;59.1;59;J;Information et communication;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";Activités cinématographiques, vidéo et de télévision;Projection de films cinématographiques;Projection de films cinématographiques
59.20Z;59.20;59.2;59;J;Information et communication;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";Enregistrement sonore et édition musicale;Enregistrement sonore et édition musicale;Enregistrement sonore et édition musicale
